transaction_id,sender_id,receiver_id,amount_inr,date,method
T00460,P0132,P0107,1396.46,2026-06-20,UPI
T00461,P0135,P0058,17531.95,2026-01-13,UPI
T00462,P0332,P0439,3745.13,2026-07-11,UPI
T00463,P0324,P0131,2080.2,2026-08-06,BANK_TRANSFER
T00464,P0179,P0111,4320.75,2026-02-28,CARD
T00465,P0019,P0255,3328.04,2026-04-16,UPI
T00466,P0096,P0075,3051.0,2026-01-15,UPI
T00467,P0165,P0376,5951.11,2026-01-18,CARD
T00468,P0157,P0165,6674.21,2026-03-10,UPI
T00469,P0281,P0265,2381.77,2026-07-24,UPI
T00470,P0379,P0313,2296.97,2026-07-22,CARD
T00471,P0066,P0163,2921.81,2026-04-27,UPI
T00472,P0209,P0020,577.36,2026-02-22,UPI
T00473,P0473,P0477,1083.39,2026-04-26,UPI
T00474,P0427,P0447,10867.15,2026-02-25,CARD
T00475,P0429,P0138,13574.85,2026-01-01,CARD
T00476,P0313,P0350,2983.26,2026-02-06,CARD
T00477,P0442,P0320,5774.72,2026-08-23,UPI
T00478,P0406,P0301,4670.4,2026-03-22,CARD
T00479,P0433,P0406,42749.15,2026-03-17,CARD
T00480,P0230,P0440,8916.51,2026-05-24,UPI
T00481,P0172,P0364,3286.79,2026-05-20,UPI
T00482,P0410,P0183,1695.22,2026-05-21,UPI
T00483,P0153,P0363,1007.11,2026-06-27,UPI
T00484,P0077,P0208,4284.55,2026-07-09,CARD
T00485,P0089,P0246,1988.07,2026-04-18,CARD
T00486,P0222,P0321,1167.01,2026-07-27,BANK_TRANSFER
T00487,P0458,P0143,2170.56,2026-02-03,UPI
T00488,P0172,P0036,1532.66,2026-03-19,CARD
T00489,P0374,P0070,14040.67,2026-08-05,BANK_TRANSFER
T00490,P0097,P0010,7371.02,2026-07-16,BANK_TRANSFER
T00491,P0255,P0317,3617.8,2026-04-22,BANK_TRANSFER
T00492,P0234,P0235,11895.97,2026-02-01,BANK_TRANSFER
T00493,P0002,P0262,3873.43,2026-03-09,UPI
T00494,P0258,P0313,1827.99,2026-04-21,BANK_TRANSFER
T00495,P0043,P0367,12314.09,2026-04-07,CARD
T00496,P0391,P0050,5603.4,2026-06-15,CARD
T00497,P0092,P0029,1587.96,2026-03-22,UPI
T00498,P0406,P0222,3126.69,2026-07-03,CARD
T00499,P0199,P0330,1807.15,2026-03-01,UPI
T00500,P0229,P0424,1204.43,2026-03-19,BANK_TRANSFER
T00501,P0376,P0060,780000.0,2026-03-13,CARD
T00502,P0432,P0448,16773.13,2026-07-02,CARD
T00503,P0288,P0470,1189.33,2026-07-19,BANK_TRANSFER
T00504,P0398,P0057,5712.29,2026-02-28,UPI
T00505,P0284,P0139,2163.51,2026-01-22,UPI
T00506,P0320,P0014,2465.87,2026-03-22,CARD
T00507,P0344,P0485,2266.71,2026-08-13,BANK_TRANSFER
T00508,P0111,P0388,1824.04,2026-07-01,CARD
T00509,P0214,P0118,3785.06,2026-04-07,CARD
T00510,P0305,P0332,1872.89,2026-06-02,BANK_TRANSFER
T00511,P0201,P0360,4520.44,2026-07-21,BANK_TRANSFER
T00512,P0220,P0005,3497.52,2026-06-12,UPI
T00513,P0270,P0331,3007.43,2026-01-21,UPI
T00514,P0174,P0426,1761.55,2026-01-22,CARD
T00515,P0028,P0281,2295.22,2026-04-02,BANK_TRANSFER
T00516,P0321,P0319,6662.92,2026-03-12,UPI
T00517,P0355,P0364,5435.65,2026-01-12,BANK_TRANSFER
T00518,P0457,P0221,1665.63,2026-05-10,UPI
T00519,P0300,P0294,3942.09,2026-05-25,UPI
T00520,P0433,P0065,6641.61,2026-05-07,BANK_TRANSFER
T00521,P0034,P0201,957.64,2026-01-12,UPI
T00522,P0358,P0093,5623.38,2026-01-15,BANK_TRANSFER
T00523,P0048,P0298,2142.87,2026-02-25,CARD
T00524,P0259,P0057,5747.26,2026-05-20,CARD
T00525,P0108,P0212,1977.11,2026-08-17,BANK_TRANSFER
T00526,P0313,P0008,859.28,2026-04-05,UPI
T00527,P0231,P0227,990.26,2026-05-19,CARD
T00528,P0048,P0499,3783.74,2026-02-25,BANK_TRANSFER
T00529,P0223,P0225,4481.79,2026-06-12,UPI
T00530,P0497,P0355,1766.13,2026-01-09,UPI
T00531,P0423,P0253,6068.54,2026-06-21,UPI
T00532,P0378,P0448,963.7,2026-02-11,BANK_TRANSFER
T00533,P0182,P0331,3453.47,2026-03-06,CARD
T00534,P0165,P0027,1381.86,2026-04-27,CARD
T00535,P0202,P0019,2161.44,2026-04-19,UPI
T00536,P0110,P0218,3781.66,2026-08-10,CARD
T00537,P0220,P0227,1829.26,2026-06-13,BANK_TRANSFER
T00538,P0488,P0189,2676.74,2026-04-25,BANK_TRANSFER
T00539,P0483,P0039,8143.98,2026-06-08,BANK_TRANSFER
T00540,P0339,P0358,2295.0,2026-08-10,UPI
T00541,P0307,P0479,7105.0,2026-03-16,UPI
T00542,P0266,P0054,1474.74,2026-03-02,BANK_TRANSFER
T00543,P0280,P0023,5562.72,2026-01-07,BANK_TRANSFER
T00544,P0277,P0046,11536.31,2026-01-04,UPI
T00545,P0128,P0325,504.05,2026-03-26,UPI
T00546,P0258,P0078,1924.62,2026-04-09,UPI
T00547,P0417,P0394,5777.1,2026-07-01,CARD
T00548,P0351,P0315,3095.06,2026-01-19,BANK_TRANSFER
T00549,P0178,P0251,4899.64,2026-06-04,BANK_TRANSFER
T00550,P0205,P0044,2245.79,2026-01-16,BANK_TRANSFER
T00551,P0134,P0160,3902.11,2026-05-20,UPI
T00552,P0144,P0115,3214.6,2026-05-24,CARD
T00553,P0362,P0457,9267.1,2026-07-23,UPI
T00554,P0223,P0491,4462.82,2026-03-05,CARD
T00555,P0087,P0239,4769.91,2026-08-05,BANK_TRANSFER
T00556,P0054,P0010,2618.87,2026-06-09,CARD
T00557,P0406,P0439,2464.92,2026-01-06,CARD
T00558,P0196,P0010,2575.9,2026-03-17,CARD
T00559,P0155,P0436,4991.85,2026-07-12,CARD
T00560,P0170,P0300,2599.86,2026-03-03,CARD
T00561,P0272,P0301,4590.85,2026-06-13,CARD
T00562,P0260,P0414,19155.03,2026-07-09,CARD
T00563,P0295,P0460,7309.28,2026-04-28,UPI
T00564,P0343,P0300,2805.06,2026-08-09,BANK_TRANSFER
T00565,P0098,P0449,9518.3,2026-02-18,UPI
T00566,P0091,P0120,2626.85,2026-05-18,BANK_TRANSFER
T00567,P0211,P0044,713.01,2026-05-10,BANK_TRANSFER
T00568,P0115,P0375,1625.44,2026-04-22,CARD
T00569,P0394,P0226,815.15,2026-04-13,CARD
T00570,P0331,P0019,2748.44,2026-01-17,BANK_TRANSFER
T00571,P0225,P0174,3695.0,2026-04-25,CARD
T00572,P0240,P0309,13920.95,2026-05-15,BANK_TRANSFER
T00573,P0386,P0111,4729.34,2026-02-17,CARD
T00574,P0112,P0335,3055.56,2026-05-06,CARD
T00575,P0294,P0009,7069.35,2026-01-06,BANK_TRANSFER
T00576,P0478,P0304,620.85,2026-03-21,BANK_TRANSFER
T00577,P0276,P0480,4396.18,2026-06-06,UPI
T00578,P0152,P0205,6745.91,2026-02-11,UPI
T00579,P0405,P0500,1115.58,2026-03-04,BANK_TRANSFER
T00580,P0252,P0207,9090.66,2026-01-27,CARD
T00581,P0477,P0312,4773.32,2026-07-02,UPI
T00582,P0011,P0194,2611.73,2026-07-28,BANK_TRANSFER
T00583,P0259,P0454,6040.4,2026-08-17,CARD
T00584,P0082,P0362,22394.13,2026-05-05,CARD
T00585,P0190,P0434,4211.16,2026-07-12,CARD
T00586,P0067,P0387,4440.74,2026-04-18,BANK_TRANSFER
T00587,P0129,P0360,2521.25,2026-01-21,CARD
T00588,P0154,P0370,1844.8,2026-05-21,BANK_TRANSFER
T00589,P0010,P0353,7074.62,2026-04-19,CARD
T00590,P0205,P0100,1835.61,2026-04-24,BANK_TRANSFER
T00591,P0194,P0486,3855.49,2026-07-20,UPI
T00592,P0268,P0062,2484.62,2026-05-10,CARD
T00593,P0272,P0201,5341.08,2026-01-05,CARD
T00594,P0365,P0208,4754.89,2026-06-08,UPI
T00595,P0352,P0285,8350.13,2026-04-28,UPI
T00596,P0177,P0340,2421.12,2026-04-01,BANK_TRANSFER
T00597,P0009,P0239,2933.94,2026-02-20,UPI
T00598,P0408,P0150,1664.02,2026-08-17,BANK_TRANSFER
T00599,P0484,P0012,2551.83,2026-02-12,UPI
T00600,P0264,P0364,4923.82,2026-04-08,BANK_TRANSFER
T00601,P0415,P0164,6671.44,2026-02-06,CARD
T00602,P0271,P0077,1741.09,2026-05-12,BANK_TRANSFER
T00603,P0386,P0045,7300.4,2026-04-07,BANK_TRANSFER
T00604,P0287,P0267,10769.9,2026-02-10,CARD
T00605,P0252,P0386,5068.24,2026-05-05,BANK_TRANSFER
T00606,P0013,P0235,16341.07,2026-05-08,CARD
T00607,P0433,P0069,1960.53,2026-01-27,UPI
T00608,P0305,P0183,1345.17,2026-01-21,CARD
T00609,P0411,P0029,877.45,2026-08-17,BANK_TRANSFER
T00610,P0229,P0444,12050.19,2026-06-11,UPI
T00611,P0018,P0398,6145.61,2026-06-07,CARD
T00612,P0164,P0248,3482.59,2026-07-23,UPI
T00613,P0334,P0113,4554.97,2026-07-28,BANK_TRANSFER
T00614,P0107,P0112,1479.72,2026-07-03,BANK_TRANSFER
T00615,P0093,P0498,25760.6,2026-05-16,BANK_TRANSFER
T00616,P0044,P0183,4037.48,2026-02-27,BANK_TRANSFER
T00617,P0377,P0115,3973.95,2026-03-20,BANK_TRANSFER
T00618,P0224,P0213,6506.87,2026-02-21,BANK_TRANSFER
T00619,P0261,P0452,5349.76,2026-03-23,BANK_TRANSFER
T00620,P0335,P0124,4355.12,2026-07-10,CARD
T00621,P0176,P0039,1934.53,2026-08-17,UPI
T00622,P0357,P0231,5309.08,2026-06-24,BANK_TRANSFER
T00623,P0243,P0104,16409.56,2026-01-25,BANK_TRANSFER
T00624,P0035,P0134,10682.22,2026-07-01,UPI
T00625,P0253,P0343,13024.0,2026-05-25,UPI
T00626,P0305,P0194,2418.8,2026-05-01,CARD
T00627,P0031,P0032,1649.65,2026-03-11,BANK_TRANSFER
T00628,P0347,P0262,3292.39,2026-04-28,CARD
T00629,P0169,P0475,3806.94,2026-07-27,UPI
T00630,P0229,P0267,8737.27,2026-04-21,CARD
T00631,P0243,P0245,940.14,2026-08-13,BANK_TRANSFER
T00632,P0134,P0001,12377.56,2026-03-08,BANK_TRANSFER
T00633,P0481,P0242,3208.61,2026-02-10,BANK_TRANSFER
T00634,P0059,P0454,2587.62,2026-04-15,BANK_TRANSFER
T00635,P0338,P0450,1620.22,2026-01-25,UPI
T00636,P0273,P0332,968.85,2026-03-14,BANK_TRANSFER
T00637,P0409,P0417,7034.18,2026-07-11,UPI
T00638,P0292,P0115,3860.9,2026-07-16,BANK_TRANSFER
T00639,P0199,P0092,1297.29,2026-08-12,BANK_TRANSFER
T00640,P0175,P0346,1291.99,2026-05-01,UPI
T00641,P0399,P0157,2783.24,2026-04-20,BANK_TRANSFER
T00642,P0185,P0318,13838.6,2026-06-11,UPI
T00643,P0205,P0337,2958.17,2026-05-21,UPI
T00644,P0093,P0352,1093.88,2026-01-28,CARD
T00645,P0135,P0225,2991.13,2026-01-11,BANK_TRANSFER
T00646,P0454,P0134,2927.26,2026-08-28,BANK_TRANSFER
T00647,P0184,P0259,420.94,2026-04-20,CARD
T00648,P0393,P0363,3486.19,2026-01-03,CARD
T00649,P0374,P0336,3026.77,2026-08-13,CARD
T00650,P0448,P0311,6354.8,2026-03-27,BANK_TRANSFER
T00651,P0032,P0140,15981.15,2026-04-17,CARD
T00652,P0170,P0464,8966.51,2026-03-28,CARD
T00653,P0231,P0033,2936.25,2026-06-25,CARD
T00654,P0266,P0120,1502.34,2026-05-21,CARD
T00655,P0399,P0137,28529.33,2026-04-01,UPI
T00656,P0422,P0299,3817.59,2026-08-23,UPI
T00657,P0282,P0163,3681.75,2026-05-09,UPI
T00658,P0412,P0144,3571.35,2026-01-05,CARD
T00659,P0460,P0394,4266.15,2026-05-27,CARD
T00660,P0392,P0004,3243.84,2026-05-23,BANK_TRANSFER
T00661,P0264,P0269,2300.93,2026-07-23,CARD
T00662,P0456,P0322,2350.8,2026-01-18,CARD
T00663,P0232,P0206,3546.79,2026-04-27,BANK_TRANSFER
T00664,P0481,P0337,2357.27,2026-03-16,UPI
T00665,P0158,P0225,2058.48,2026-08-04,UPI
T00666,P0180,P0229,3964.54,2026-08-07,BANK_TRANSFER
T00667,P0401,P0483,2969.11,2026-02-11,BANK_TRANSFER
T00668,P0063,P0430,12127.06,2026-07-06,UPI
T00669,P0380,P0251,436.69,2026-04-13,BANK_TRANSFER
T00670,P0433,P0044,8718.53,2026-04-24,CARD
T00671,P0370,P0254,9866.18,2026-04-03,BANK_TRANSFER
T00672,P0011,P0358,693.18,2026-04-03,CARD
T00673,P0354,P0432,2767.92,2026-02-13,BANK_TRANSFER
T00674,P0213,P0444,2704.97,2026-02-14,UPI
T00675,P0160,P0383,1180.85,2026-07-20,CARD
T00676,P0280,P0268,1954.22,2026-07-16,BANK_TRANSFER
T00677,P0089,P0480,1497.48,2026-02-17,UPI
T00678,P0093,P0160,14791.62,2026-08-19,CARD
T00679,P0323,P0093,7696.67,2026-03-09,BANK_TRANSFER
T00680,P0208,P0334,10069.28,2026-07-15,UPI
T00681,P0352,P0234,6485.59,2026-02-13,BANK_TRANSFER
T00682,P0048,P0327,1475.51,2026-05-17,CARD
T00683,P0293,P0184,2393.19,2026-08-20,UPI
T00684,P0171,P0234,5385.68,2026-06-23,UPI
T00685,P0099,P0490,1369.63,2026-06-05,CARD
T00686,P0258,P0029,6440.74,2026-01-26,CARD
T00687,P0097,P0150,3004.12,2026-02-08,BANK_TRANSFER
T00688,P0123,P0129,2697.67,2026-06-09,UPI
T00689,P0147,P0245,6430.25,2026-02-03,BANK_TRANSFER
T00690,P0449,P0162,5194.79,2026-03-28,UPI
T00691,P0486,P0034,2727.74,2026-02-27,CARD
T00692,P0171,P0044,9204.65,2026-08-03,CARD
T00693,P0496,P0001,1533.26,2026-08-27,UPI
T00694,P0223,P0234,5959.54,2026-08-21,BANK_TRANSFER
T00695,P0500,P0342,5851.66,2026-04-27,UPI
T00696,P0108,P0050,2842.28,2026-07-28,BANK_TRANSFER
T00697,P0161,P0125,4726.34,2026-04-07,BANK_TRANSFER
T00698,P0456,P0152,1338.24,2026-03-12,BANK_TRANSFER
T00699,P0005,P0438,7625.26,2026-04-12,UPI
T00700,P0125,P0356,3140.31,2026-03-27,CARD
T00701,P0046,P0017,2396.64,2026-02-06,BANK_TRANSFER
T00702,P0486,P0154,8427.09,2026-07-15,BANK_TRANSFER
T00703,P0394,P0439,2072.53,2026-02-10,CARD
T00704,P0302,P0343,1179.95,2026-06-28,CARD
T00705,P0391,P0437,1048.06,2026-08-16,UPI
T00706,P0120,P0049,5912.4,2026-08-01,BANK_TRANSFER
T00707,P0220,P0273,1307.22,2026-03-12,CARD
T00708,P0101,P0096,14821.52,2026-01-03,BANK_TRANSFER
T00709,P0411,P0473,688.46,2026-04-11,BANK_TRANSFER
T00710,P0190,P0199,14145.69,2026-04-26,BANK_TRANSFER
T00711,P0448,P0242,4310.52,2026-04-14,CARD
T00712,P0222,P0121,3369.87,2026-07-21,BANK_TRANSFER
T00713,P0343,P0160,2354.46,2026-05-19,CARD
T00714,P0449,P0060,5010.59,2026-01-22,BANK_TRANSFER
T00715,P0477,P0489,3532.96,2026-04-25,UPI
T00716,P0402,P0212,8801.18,2026-08-25,UPI
T00717,P0290,P0072,3989.34,2026-01-13,CARD
T00718,P0402,P0012,4106.15,2026-05-05,CARD
T00719,P0151,P0076,2721.97,2026-03-25,UPI
T00720,P0046,P0315,3478.8,2026-03-09,BANK_TRANSFER
T00721,P0135,P0490,4657.53,2026-04-21,CARD
T00722,P0175,P0026,926.92,2026-07-20,CARD
T00723,P0248,P0278,1238.25,2026-03-02,CARD
T00724,P0297,P0378,6598.59,2026-04-17,BANK_TRANSFER
T00725,P0069,P0448,4174.26,2026-02-04,UPI
T00726,P0477,P0010,3142.62,2026-04-17,UPI
T00727,P0371,P0304,3695.04,2026-04-19,CARD
T00728,P0451,P0428,4808.14,2026-01-04,BANK_TRANSFER
T00729,P0456,P0002,2364.19,2026-06-20,BANK_TRANSFER
T00730,P0482,P0153,1953.46,2026-08-14,UPI
T00731,P0223,P0287,4258.52,2026-01-24,CARD
T00732,P0199,P0263,1664.54,2026-01-08,UPI
T00733,P0159,P0373,5047.27,2026-01-01,BANK_TRANSFER
T00734,P0350,P0357,932.56,2026-05-28,BANK_TRANSFER
T00735,P0267,P0009,8294.31,2026-02-26,CARD
T00736,P0394,P0103,5313.88,2026-02-27,BANK_TRANSFER
T00737,P0109,P0470,4468.57,2026-04-14,UPI
T00738,P0469,P0184,7991.65,2026-08-09,UPI
T00739,P0096,P0053,13799.39,2026-02-04,BANK_TRANSFER
T00740,P0137,P0295,8196.77,2026-06-20,CARD
T00741,P0379,P0336,834.89,2026-03-19,UPI
T00742,P0389,P0350,1308.11,2026-08-20,CARD
T00743,P0496,P0056,2208.67,2026-07-27,CARD
T00744,P0410,P0337,3717.75,2026-01-20,UPI
T00745,P0121,P0195,5508.94,2026-05-03,BANK_TRANSFER
T00746,P0330,P0214,2037.35,2026-06-23,CARD
T00747,P0066,P0010,4227.7,2026-06-19,BANK_TRANSFER
T00748,P0278,P0325,1989.61,2026-04-26,BANK_TRANSFER
T00749,P0013,P0462,2232.3,2026-01-03,BANK_TRANSFER
T00750,P0423,P0267,1181.65,2026-01-04,UPI
T00751,P0175,P0458,1739.61,2026-04-24,BANK_TRANSFER
T00752,P0010,P0320,1234.79,2026-07-10,UPI
T00753,P0312,P0154,1667.87,2026-06-21,UPI
T00754,P0336,P0137,8458.38,2026-08-07,UPI
T00755,P0031,P0002,1703.57,2026-07-02,UPI
T00756,P0191,P0101,29908.73,2026-06-07,CARD
T00757,P0499,P0406,5402.7,2026-01-12,UPI
T00758,P0092,P0407,4221.18,2026-06-14,CARD
T00759,P0089,P0475,1832.28,2026-05-22,CARD
T00760,P0280,P0380,6375.69,2026-01-28,BANK_TRANSFER
T00761,P0306,P0254,2297.3,2026-01-09,BANK_TRANSFER
T00762,P0142,P0283,4014.26,2026-06-11,BANK_TRANSFER
T00763,P0050,P0350,28227.94,2026-07-19,CARD
T00764,P0108,P0084,3371.63,2026-05-02,BANK_TRANSFER
T00765,P0457,P0392,9130.89,2026-08-25,CARD
T00766,P0489,P0401,2074.47,2026-05-04,UPI
T00767,P0467,P0328,3540.45,2026-04-12,UPI
T00768,P0291,P0051,15012.53,2026-01-08,CARD
T00769,P0330,P0398,2204.88,2026-02-23,BANK_TRANSFER
T00770,P0417,P0394,15521.15,2026-07-16,BANK_TRANSFER
T00771,P0352,P0014,6413.76,2026-06-05,UPI
T00772,P0260,P0468,2321.63,2026-06-22,CARD
T00773,P0436,P0500,6038.59,2026-07-17,CARD
T00774,P0022,P0134,7927.11,2026-04-20,BANK_TRANSFER
T00775,P0074,P0303,5987.61,2026-01-02,CARD
T00776,P0347,P0339,1036.72,2026-03-11,CARD
T00777,P0425,P0325,2035.08,2026-06-16,CARD
T00778,P0405,P0103,2986.88,2026-01-07,BANK_TRANSFER
T00779,P0013,P0110,3430.47,2026-08-16,UPI
T00780,P0385,P0043,5982.16,2026-03-02,BANK_TRANSFER
T00781,P0496,P0283,4197.15,2026-07-19,CARD
T00782,P0353,P0157,1251.03,2026-06-07,CARD
T00783,P0032,P0234,4935.25,2026-05-17,BANK_TRANSFER
T00784,P0486,P0283,5934.09,2026-02-26,UPI
T00785,P0132,P0500,5697.78,2026-01-24,CARD
T00786,P0179,P0354,8644.03,2026-02-09,UPI
T00787,P0164,P0030,7094.94,2026-02-18,UPI
T00788,P0125,P0364,5257.15,2026-07-03,BANK_TRANSFER
T00789,P0450,P0018,3442.2,2026-01-02,BANK_TRANSFER
T00790,P0264,P0420,964.13,2026-06-10,CARD
T00791,P0337,P0056,5134.28,2026-03-22,UPI
T00792,P0341,P0129,4299.05,2026-02-01,CARD
T00793,P0299,P0146,4524.5,2026-06-06,BANK_TRANSFER
T00794,P0168,P0453,1311.07,2026-04-23,CARD
T00795,P0198,P0075,1533.27,2026-06-27,BANK_TRANSFER
T00796,P0221,P0041,8455.08,2026-05-09,UPI
T00797,P0480,P0080,3527.54,2026-08-02,UPI
T00798,P0467,P0431,6280.47,2026-01-20,UPI
T00799,P0339,P0067,3724.38,2026-02-11,UPI
T00800,P0302,P0131,3728.66,2026-02-16,BANK_TRANSFER
T00801,P0057,P0050,7712.73,2026-05-17,UPI
T00802,P0081,P0129,2409.48,2026-01-20,BANK_TRANSFER
T00803,P0384,P0176,3931.97,2026-03-22,BANK_TRANSFER
T00804,P0417,P0040,2515.38,2026-03-04,BANK_TRANSFER
T00805,P0419,P0404,2571.91,2026-07-23,CARD
T00806,P0153,P0265,2843.13,2026-02-23,CARD
T00807,P0031,P0001,4349.03,2026-02-03,UPI
T00808,P0364,P0107,2482.45,2026-04-23,UPI
T00809,P0063,P0215,9942.81,2026-08-19,BANK_TRANSFER
T00810,P0173,P0189,1779.9,2026-07-21,BANK_TRANSFER
T00811,P0464,P0126,3135.37,2026-03-08,CARD
T00812,P0373,P0332,2561.16,2026-04-13,CARD
T00813,P0158,P0051,11586.34,2026-05-08,BANK_TRANSFER
T00814,P0145,P0202,4260.93,2026-03-06,CARD
T00815,P0012,P0384,8312.17,2026-08-09,CARD
T00816,P0309,P0330,1109.37,2026-01-11,UPI
T00817,P0263,P0346,4508.14,2026-01-11,CARD
T00818,P0315,P0189,7418.3,2026-01-20,CARD
T00819,P0497,P0139,3888.69,2026-03-17,CARD
T00820,P0036,P0224,8538.87,2026-04-13,UPI
T00821,P0170,P0488,2407.08,2026-08-16,UPI
T00822,P0044,P0014,11242.74,2026-08-06,BANK_TRANSFER
T00823,P0147,P0489,22905.18,2026-02-02,BANK_TRANSFER
T00824,P0299,P0041,2723.65,2026-06-24,BANK_TRANSFER
T00825,P0464,P0446,2549.36,2026-02-12,BANK_TRANSFER
T00826,P0173,P0047,11645.88,2026-05-19,BANK_TRANSFER
T00827,P0368,P0500,12882.92,2026-06-06,CARD
T00828,P0218,P0132,2396.37,2026-04-21,BANK_TRANSFER
T00829,P0072,P0071,2601.52,2026-02-16,UPI
T00830,P0066,P0283,2906.11,2026-05-05,BANK_TRANSFER
T00831,P0398,P0269,1241.95,2026-08-21,CARD
T00832,P0088,P0291,1745.99,2026-01-22,UPI
T00833,P0012,P0457,1630.57,2026-03-20,UPI
T00834,P0330,P0476,1969.95,2026-08-06,BANK_TRANSFER
T00835,P0161,P0397,3541.31,2026-02-21,CARD
T00836,P0125,P0369,4391.26,2026-05-05,UPI
T00837,P0160,P0321,12586.76,2026-06-27,BANK_TRANSFER
T00838,P0265,P0386,1638.14,2026-02-08,UPI
T00839,P0149,P0186,8002.09,2026-07-05,CARD
T00840,P0191,P0117,3068.09,2026-01-07,UPI
T00841,P0453,P0071,3499.69,2026-05-28,UPI
T00842,P0113,P0009,6246.99,2026-01-04,UPI
T00843,P0108,P0034,1483.0,2026-05-14,BANK_TRANSFER
T00844,P0427,P0158,4943.99,2026-03-03,BANK_TRANSFER
T00845,P0128,P0239,4159.55,2026-08-17,CARD
T00846,P0448,P0347,5398.96,2026-01-28,BANK_TRANSFER
T00847,P0172,P0340,4588.62,2026-03-24,UPI
T00848,P0457,P0245,25958.13,2026-08-01,CARD
T00849,P0065,P0219,2185.95,2026-01-24,BANK_TRANSFER
T00850,P0289,P0239,2380.83,2026-07-20,CARD
T00851,P0243,P0314,2211.64,2026-08-23,UPI
T00852,P0180,P0207,2334.65,2026-07-21,BANK_TRANSFER
T00853,P0040,P0033,2186.57,2026-04-12,UPI
T00854,P0438,P0230,9425.87,2026-07-26,BANK_TRANSFER
T00855,P0317,P0319,11343.54,2026-07-15,UPI
T00856,P0359,P0229,2306.31,2026-07-07,UPI
T00857,P0290,P0211,1870.79,2026-01-02,BANK_TRANSFER
T00858,P0058,P0467,5308.86,2026-02-20,BANK_TRANSFER
T00859,P0256,P0161,2340.74,2026-01-22,BANK_TRANSFER
T00860,P0326,P0095,6041.12,2026-03-02,UPI
T00861,P0034,P0074,4282.7,2026-08-27,UPI
T00862,P0375,P0145,1082.91,2026-03-05,CARD
T00863,P0190,P0478,12556.63,2026-04-08,CARD
T00864,P0368,P0466,15316.75,2026-03-07,CARD
T00865,P0044,P0414,2230.03,2026-05-08,UPI
T00866,P0058,P0209,2670.01,2026-02-14,BANK_TRANSFER
T00867,P0379,P0442,4576.51,2026-08-10,CARD
T00868,P0158,P0467,4757.92,2026-07-19,BANK_TRANSFER
T00869,P0021,P0250,6166.18,2026-02-04,CARD
T00870,P0270,P0414,18181.57,2026-06-03,UPI
T00871,P0061,P0190,3160.36,2026-08-18,BANK_TRANSFER
T00872,P0066,P0123,1922.46,2026-01-07,BANK_TRANSFER
T00873,P0061,P0165,1207.79,2026-06-17,BANK_TRANSFER
T00874,P0006,P0094,2028.91,2026-07-10,UPI
T00875,P0108,P0207,3545.73,2026-03-24,BANK_TRANSFER
T00876,P0174,P0409,15300.58,2026-05-23,BANK_TRANSFER
T00877,P0380,P0298,2406.46,2026-04-15,UPI
T00878,P0416,P0144,4354.78,2026-08-21,CARD
T00879,P0255,P0178,3593.43,2026-01-17,CARD
T00880,P0012,P0183,9421.17,2026-08-21,UPI
T00881,P0035,P0456,27489.13,2026-08-17,BANK_TRANSFER
T00882,P0324,P0158,2381.07,2026-05-02,UPI
T00883,P0080,P0376,2461.31,2026-08-27,BANK_TRANSFER
T00884,P0397,P0261,8394.47,2026-05-06,BANK_TRANSFER
T00885,P0158,P0480,6282.44,2026-04-15,CARD
T00886,P0423,P0105,15952.42,2026-07-13,BANK_TRANSFER
T00887,P0490,P0027,5808.88,2026-05-10,CARD
T00888,P0387,P0204,2731.39,2026-08-04,UPI
T00889,P0276,P0269,5840.22,2026-02-14,UPI
T00890,P0270,P0087,8839.3,2026-08-23,BANK_TRANSFER
T00891,P0331,P0113,7019.07,2026-05-27,BANK_TRANSFER
T00892,P0238,P0148,5463.36,2026-07-15,CARD
T00893,P0380,P0150,8547.04,2026-06-23,UPI
T00894,P0237,P0459,9278.33,2026-04-23,UPI
T00895,P0329,P0325,11000.84,2026-02-21,CARD
T00896,P0425,P0412,6117.86,2026-02-11,BANK_TRANSFER
T00897,P0254,P0168,3185.31,2026-05-04,UPI
T00898,P0406,P0172,4094.38,2026-05-21,CARD
T00899,P0181,P0176,9558.7,2026-08-20,BANK_TRANSFER
T00900,P0327,P0414,1894.01,2026-01-24,BANK_TRANSFER
T00901,P0308,P0402,4889.96,2026-01-16,BANK_TRANSFER
T00902,P0329,P0029,2658.0,2026-05-21,CARD
T00903,P0192,P0173,3725.65,2026-04-01,UPI
T00904,P0037,P0249,10124.99,2026-04-04,BANK_TRANSFER
T00905,P0054,P0078,4242.38,2026-08-06,BANK_TRANSFER
T00906,P0301,P0090,3778.75,2026-02-21,UPI
T00907,P0295,P0321,1226.74,2026-06-13,BANK_TRANSFER
T00908,P0354,P0066,6614.39,2026-05-02,BANK_TRANSFER
T00909,P0188,P0176,6102.09,2026-03-11,UPI
T00910,P0256,P0241,20549.74,2026-05-21,CARD
T00911,P0182,P0221,2846.31,2026-06-05,CARD
T00912,P0207,P0158,4338.66,2026-03-25,CARD
T00913,P0139,P0111,4444.87,2026-08-10,UPI
T00914,P0259,P0382,12861.1,2026-03-26,UPI
T00915,P0013,P0095,3373.69,2026-03-02,BANK_TRANSFER
T00916,P0038,P0002,4551.52,2026-07-10,CARD
T00917,P0208,P0022,5921.33,2026-08-06,BANK_TRANSFER
