cdr_id,caller_id,receiver_id,timestamp,duration_seconds
C01135,P0224,P0240,2026-07-09 17:34,434
C01136,P0107,P0147,2026-04-09 05:16,1174
C01137,P0438,P0442,2026-07-11 18:49,587
C01138,P0378,P0447,2026-08-07 05:00,494
C01139,P0047,P0476,2026-03-05 05:30,20
C01140,P0009,P0033,2026-08-14 21:30,689
C01141,P0066,P0086,2026-07-13 12:45,991
C01142,P0421,P0434,2026-02-20 06:10,588
C01143,P0336,P0329,2026-08-23 08:43,266
C01144,P0342,P0323,2026-03-01 11:54,974
C01145,P0178,P0373,2026-07-07 19:35,411
C01146,P0148,P0101,2026-04-15 11:33,419
C01147,P0222,P0207,2026-06-09 16:58,46
C01148,P0042,P0018,2026-08-13 01:44,538
C01149,P0037,P0002,2026-08-20 20:29,1024
C01150,P0407,P0403,2026-06-01 19:57,333
C01151,P0109,P0106,2026-07-27 03:03,928
C01152,P0021,P0007,2026-05-28 06:41,54
C01153,P0296,P0261,2026-06-17 00:42,845
C01154,P0005,P0013,2026-03-24 08:05,373
C01155,P0239,P0213,2026-07-06 20:47,26
C01156,P0423,P0408,2026-06-15 18:53,196
C01157,P0356,P0358,2026-02-06 23:05,400
C01158,P0050,P0011,2026-01-07 20:23,962
C01159,P0170,P0194,2026-04-24 23:08,655
C01160,P0212,P0218,2026-03-19 10:26,482
C01161,P0140,P0453,2026-04-06 09:16,920
C01162,P0373,P0388,2026-06-12 20:33,940
C01163,P0352,P0426,2026-03-02 18:24,338
C01164,P0195,P0178,2026-06-21 21:50,611
C01165,P0436,P0448,2026-05-03 16:49,451
C01166,P0367,P0353,2026-02-17 21:40,401
C01167,P0388,P0371,2026-06-19 12:42,89
C01168,P0091,P0073,2026-01-06 13:30,705
C01169,P0062,P0073,2026-05-06 14:34,401
C01170,P0225,P0415,2026-08-19 18:44,910
C01171,P0243,P0428,2026-04-09 23:23,711
C01172,P0320,P0303,2026-04-25 16:06,882
C01173,P0237,P0226,2026-01-06 16:10,635
C01174,P0495,P0358,2026-04-19 04:08,702
C01175,P0028,P0497,2026-02-10 04:51,728
C01176,P0130,P0101,2026-03-07 05:19,649
C01177,P0164,P0178,2026-02-24 07:09,1157
C01178,P0192,P0003,2026-08-06 11:06,984
C01179,P0345,P0314,2026-08-22 12:53,969
C01180,P0075,P0059,2026-06-25 04:25,689
C01181,P0420,P0346,2026-07-20 12:34,166
C01182,P0452,P0465,2026-03-25 07:23,761
C01183,P0040,P0039,2026-07-03 20:14,302
C01184,P0014,P0020,2026-07-03 10:24,388
C01185,P0220,P0225,2026-08-02 08:26,387
C01186,P0407,P0430,2026-02-12 21:46,227
C01187,P0301,P0311,2026-06-05 18:32,806
C01188,P0032,P0042,2026-07-14 01:19,890
C01189,P0089,P0079,2026-06-25 15:45,706
C01190,P0498,P0187,2026-02-26 05:27,1108
C01191,P0446,P0346,2026-02-05 00:21,548
C01192,P0497,P0480,2026-07-02 14:18,101
C01193,P0380,P0374,2026-01-20 21:23,536
C01194,P0250,P0202,2026-05-06 09:22,874
C01195,P0270,P0291,2026-01-20 03:22,94
C01196,P0316,P0312,2026-02-18 03:08,316
C01197,P0318,P0323,2026-08-23 19:15,1092
C01198,P0005,P0021,2026-06-02 04:38,227
C01199,P0072,P0091,2026-05-14 12:01,396
C01200,P0132,P0370,2026-02-27 13:07,412
C01201,P0240,P0233,2026-04-23 01:23,1194
C01202,P0318,P0348,2026-03-09 16:42,113
C01203,P0144,P0119,2026-05-01 13:13,58
C01204,P0337,P0067,2026-05-09 14:38,671
C01205,P0152,P0196,2026-06-08 02:39,609
C01206,P0312,P0424,2026-08-19 13:40,693
C01207,P0386,P0351,2026-06-11 10:22,930
C01208,P0364,P0385,2026-03-22 12:16,845
C01209,P0456,P0491,2026-08-18 11:05,445
C01210,P0272,P0190,2026-05-10 10:28,977
C01211,P0488,P0461,2026-06-19 13:26,67
C01212,P0146,P0285,2026-08-08 12:58,1120
C01213,P0458,P0457,2026-07-07 06:07,1188
C01214,P0150,P0148,2026-07-18 13:22,465
C01215,P0468,P0471,2026-06-21 03:42,670
C01216,P0426,P0415,2026-07-16 14:18,940
C01217,P0126,P0119,2026-01-18 10:48,970
C01218,P0075,P0088,2026-07-14 13:12,79
C01219,P0140,P0133,2026-02-20 18:46,857
C01220,P0167,P0313,2026-04-06 18:40,986
C01221,P0252,P0298,2026-07-18 16:55,415
C01222,P0083,P0235,2026-06-24 07:11,987
C01223,P0472,P0103,2026-06-05 09:04,83
C01224,P0380,P0366,2026-08-08 05:29,1044
C01225,P0472,P0461,2026-04-15 23:04,34
C01226,P0350,P0347,2026-07-28 16:30,809
C01227,P0317,P0346,2026-02-23 19:41,1113
C01228,P0381,P0397,2026-01-10 12:53,101
C01229,P0441,P0442,2026-08-14 03:06,318
C01230,P0389,P0423,2026-02-24 05:23,865
C01231,P0116,P0131,2026-04-09 03:21,171
C01232,P0399,P0366,2026-05-11 09:44,930
C01233,P0395,P0367,2026-05-20 01:48,306
C01234,P0202,P0215,2026-06-19 11:45,616
C01235,P0137,P0141,2026-05-16 22:28,623
C01236,P0110,P0139,2026-05-28 12:16,486
C01237,P0188,P0170,2026-03-19 00:16,765
C01238,P0382,P0446,2026-07-16 19:57,368
C01239,P0330,P0080,2026-06-17 11:24,1013
C01240,P0431,P0412,2026-08-13 00:42,152
C01241,P0214,P0215,2026-03-09 19:49,264
C01242,P0282,P0280,2026-01-27 23:54,1093
C01243,P0380,P0104,2026-06-22 01:25,222
C01244,P0260,P0035,2026-05-18 17:54,1121
C01245,P0497,P0409,2026-01-15 18:33,527
C01246,P0145,P0142,2026-04-08 22:45,954
C01247,P0468,P0486,2026-05-03 23:12,150
C01248,P0068,P0268,2026-05-02 06:14,519
C01249,P0481,P0480,2026-02-18 01:20,169
C01250,P0079,P0056,2026-08-07 03:34,460
C01251,P0237,P0201,2026-07-28 03:46,926
C01252,P0100,P0302,2026-08-01 08:48,853
C01253,P0391,P0362,2026-06-17 15:32,601
C01254,P0154,P0136,2026-04-11 08:43,1169
C01255,P0358,P0399,2026-03-16 00:20,1063
C01256,P0112,P0105,2026-07-22 09:06,927
C01257,P0412,P0413,2026-02-25 07:13,649
C01258,P0300,P0284,2026-08-04 21:19,450
C01259,P0121,P0111,2026-04-25 12:50,371
C01260,P0313,P0340,2026-03-11 16:30,873
C01261,P0138,P0118,2026-05-16 09:23,316
C01262,P0298,P0271,2026-08-10 13:36,825
C01263,P0003,P0391,2026-07-02 13:22,306
C01264,P0393,P0141,2026-01-27 22:12,447
C01265,P0219,P0224,2026-01-11 13:50,803
C01266,P0448,P0413,2026-04-20 16:28,581
C01267,P0161,P0171,2026-08-24 18:30,114
C01268,P0200,P0353,2026-08-08 08:38,788
C01269,P0041,P0022,2026-05-18 11:28,602
C01270,P0148,P0105,2026-06-25 23:26,330
C01271,P0302,P0154,2026-04-18 02:28,522
C01272,P0449,P0443,2026-05-18 16:52,616
C01273,P0150,P0105,2026-06-28 11:57,933
C01274,P0110,P0095,2026-06-15 07:29,761
C01275,P0217,P0239,2026-01-05 03:41,861
C01276,P0354,P0384,2026-01-17 11:01,1178
C01277,P0033,P0021,2026-08-10 18:21,157
C01278,P0290,P0048,2026-02-18 05:51,1071
C01279,P0045,P0294,2026-08-20 20:12,169
C01280,P0221,P0419,2026-05-15 14:56,331
C01281,P0062,P0092,2026-06-15 16:49,905
C01282,P0206,P0295,2026-05-01 19:53,818
C01283,P0171,P0178,2026-03-09 07:37,688
C01284,P0200,P0187,2026-06-23 18:09,406
C01285,P0106,P0158,2026-03-04 00:34,100
C01286,P0277,P0179,2026-02-11 10:59,491
C01287,P0170,P0161,2026-07-09 07:59,464
C01288,P0014,P0071,2026-08-04 12:01,929
C01289,P0438,P0379,2026-04-13 01:28,918
C01290,P0200,P0175,2026-02-03 05:32,1077
C01291,P0158,P0182,2026-06-24 10:26,411
C01292,P0083,P0074,2026-08-09 16:07,955
C01293,P0327,P0326,2026-02-12 11:19,153
C01294,P0215,P0245,2026-02-21 20:51,818
C01295,P0009,P0488,2026-05-24 20:57,682
C01296,P0162,P0187,2026-01-05 16:09,307
C01297,P0004,P0039,2026-04-28 23:42,620
C01298,P0311,P0327,2026-03-06 16:09,391
C01299,P0061,P0052,2026-08-07 09:25,784
C01300,P0136,P0319,2026-06-01 00:21,78
C01301,P0018,P0377,2026-03-14 01:34,792
C01302,P0370,P0269,2026-03-06 03:00,734
C01303,P0048,P0215,2026-02-04 15:29,870
C01304,P0275,P0226,2026-03-28 19:51,21
C01305,P0367,P0359,2026-06-22 17:23,217
C01306,P0463,P0459,2026-04-17 04:51,312
C01307,P0098,P0057,2026-07-10 19:06,531
C01308,P0147,P0143,2026-05-11 22:29,1084
C01309,P0249,P0209,2026-06-14 11:42,317
C01310,P0048,P0025,2026-01-26 06:11,49
C01311,P0016,P0011,2026-07-11 00:36,1004
C01312,P0263,P0291,2026-07-15 06:29,558
C01313,P0098,P0068,2026-06-11 05:16,718
C01314,P0250,P0396,2026-08-22 03:42,721
C01315,P0135,P0033,2026-06-14 20:01,1132
C01316,P0180,P0158,2026-02-18 22:18,278
C01317,P0158,P0232,2026-07-18 02:55,1053
C01318,P0413,P0410,2026-04-25 00:12,744
C01319,P0137,P0134,2026-01-26 17:23,1124
C01320,P0411,P0424,2026-03-04 21:10,483
C01321,P0385,P0367,2026-03-18 19:27,434
C01322,P0319,P0325,2026-07-16 14:20,298
C01323,P0154,P0001,2026-02-09 22:35,658
C01324,P0489,P0455,2026-01-25 13:08,314
C01325,P0149,P0116,2026-07-26 05:41,878
C01326,P0166,P0173,2026-02-08 08:08,842
C01327,P0494,P0460,2026-04-15 04:43,584
C01328,P0006,P0327,2026-02-17 09:33,230
C01329,P0307,P0242,2026-04-22 14:19,275
C01330,P0480,P0460,2026-02-25 23:21,577
C01331,P0021,P0196,2026-05-04 20:29,892
C01332,P0399,P0369,2026-04-17 03:05,762
C01333,P0395,P0378,2026-07-02 20:06,593
C01334,P0376,P0142,2026-05-21 16:21,879
C01335,P0223,P0206,2026-01-04 22:51,1014
C01336,P0365,P0388,2026-07-22 08:06,1019
C01337,P0475,P0489,2026-07-02 19:06,221
C01338,P0099,P0066,2026-06-19 21:45,883
C01339,P0368,P0382,2026-01-12 20:50,921
C01340,P0294,P0443,2026-01-13 20:47,904
C01341,P0014,P0037,2026-03-01 20:21,222
C01342,P0302,P0347,2026-08-28 08:22,724
C01343,P0168,P0179,2026-01-11 14:44,558
C01344,P0083,P0108,2026-06-24 12:48,733
C01345,P0089,P0433,2026-08-28 02:21,740
C01346,P0171,P0170,2026-02-24 02:40,851
C01347,P0391,P0362,2026-07-07 08:54,1014
C01348,P0374,P0399,2026-03-06 10:01,248
C01349,P0233,P0245,2026-05-25 17:34,384
C01350,P0063,P0056,2026-02-23 19:58,848
C01351,P0075,P0367,2026-06-18 11:25,292
C01352,P0054,P0433,2026-05-20 18:05,683
C01353,P0227,P0423,2026-01-08 17:09,580
C01354,P0195,P0165,2026-04-08 14:41,462
C01355,P0216,P0202,2026-08-27 14:26,1159
C01356,P0463,P0477,2026-03-28 16:37,838
C01357,P0348,P0317,2026-06-26 08:27,778
C01358,P0171,P0185,2026-06-03 22:08,678
C01359,P0360,P0127,2026-03-04 16:45,994
C01360,P0089,P0065,2026-06-23 22:41,1154
C01361,P0115,P0239,2026-05-19 01:29,916
C01362,P0305,P0311,2026-01-18 14:35,137
C01363,P0245,P0445,2026-03-03 21:22,153
C01364,P0142,P0292,2026-05-24 00:45,1025
C01365,P0126,P0114,2026-08-10 17:44,643
C01366,P0483,P0477,2026-03-25 17:43,664
C01367,P0498,P0313,2026-01-23 11:37,265
C01368,P0037,P0315,2026-02-17 13:46,350
C01369,P0128,P0308,2026-03-27 05:01,1033
C01370,P0170,P0046,2026-02-13 18:44,813
C01371,P0196,P0357,2026-08-05 10:11,216
C01372,P0146,P0128,2026-05-16 02:11,553
C01373,P0173,P0192,2026-02-11 14:48,212
C01374,P0039,P0004,2026-01-22 11:06,365
C01375,P0401,P0421,2026-07-10 00:51,1183
C01376,P0062,P0063,2026-08-06 17:13,727
C01377,P0139,P0124,2026-03-15 22:54,383
C01378,P0352,P0390,2026-01-18 03:51,658
C01379,P0056,P0179,2026-03-19 16:10,224
C01380,P0460,P0490,2026-06-15 21:35,816
C01381,P0484,P0060,2026-02-11 07:23,309
C01382,P0363,P0376,2026-01-12 01:58,1003
C01383,P0466,P0338,2026-02-28 16:05,676
C01384,P0289,P0295,2026-07-25 17:41,431
C01385,P0129,P0149,2026-04-10 20:27,847
C01386,P0082,P0052,2026-08-04 10:35,1011
C01387,P0232,P0250,2026-05-25 21:44,132
C01388,P0013,P0006,2026-05-19 23:57,1189
C01389,P0298,P0254,2026-01-02 09:24,405
C01390,P0404,P0444,2026-07-24 16:33,385
C01391,P0014,P0007,2026-08-06 07:45,675
C01392,P0182,P0164,2026-01-02 12:13,258
C01393,P0003,P0464,2026-04-22 10:11,818
C01394,P0191,P0470,2026-07-02 04:09,524
C01395,P0228,P0244,2026-05-07 20:47,578
C01396,P0027,P0025,2026-05-27 06:52,1019
C01397,P0041,P0045,2026-07-02 22:49,939
C01398,P0155,P0191,2026-02-04 05:57,1020
C01399,P0421,P0411,2026-05-22 22:59,835
C01400,P0219,P0237,2026-05-04 03:25,433
C01401,P0285,P0434,2026-08-07 04:33,93
C01402,P0058,P0065,2026-01-27 12:11,191
C01403,P0413,P0035,2026-04-14 19:23,917
C01404,P0227,P0306,2026-01-22 16:49,407
C01405,P0372,P0163,2026-01-19 00:09,719
C01406,P0129,P0472,2026-03-12 14:12,135
C01407,P0119,P0133,2026-02-08 05:40,418
C01408,P0352,P0379,2026-02-27 07:38,1102
C01409,P0110,P0136,2026-06-02 03:43,153
C01410,P0402,P0440,2026-03-24 10:23,98
C01411,P0094,P0065,2026-01-13 00:36,139
C01412,P0394,P0291,2026-02-28 07:48,92
C01413,P0052,P0092,2026-08-19 20:24,598
C01414,P0329,P0348,2026-04-22 15:39,532
C01415,P0381,P0360,2026-08-18 11:14,315
C01416,P0125,P0117,2026-03-12 23:01,904
C01417,P0074,P0022,2026-08-14 22:56,1128
C01418,P0206,P0065,2026-06-07 12:26,875
C01419,P0379,P0375,2026-08-12 10:20,836
C01420,P0414,P0416,2026-04-23 06:36,418
C01421,P0374,P0338,2026-06-15 17:55,856
C01422,P0214,P0226,2026-03-16 03:34,946
C01423,P0477,P0454,2026-04-07 10:35,340
C01424,P0428,P0412,2026-08-01 22:13,810
C01425,P0118,P0148,2026-03-21 12:36,425
C01426,P0280,P0266,2026-03-25 15:20,1106
C01427,P0449,P0019,2026-02-26 02:05,63
C01428,P0022,P0006,2026-06-12 06:47,328
C01429,P0158,P0431,2026-02-12 19:58,666
C01430,P0381,P0372,2026-03-10 09:06,1170
C01431,P0111,P0127,2026-02-18 19:26,344
C01432,P0395,P0368,2026-04-04 21:09,931
C01433,P0009,P0025,2026-08-13 15:10,60
C01434,P0279,P0288,2026-03-15 00:31,1180
C01435,P0256,P0274,2026-02-06 04:39,634
C01436,P0108,P0143,2026-04-21 10:18,190
C01437,P0352,P0390,2026-07-06 11:54,537
C01438,P0234,P0202,2026-08-11 05:03,509
C01439,P0229,P0228,2026-06-02 08:47,958
C01440,P0286,P0253,2026-03-28 19:00,1194
C01441,P0313,P0331,2026-07-13 01:44,573
C01442,P0274,P0283,2026-07-14 22:21,291
C01443,P0369,P0134,2026-04-16 09:17,190
C01444,P0471,P0344,2026-02-26 21:58,672
C01445,P0459,P0059,2026-01-26 04:51,239
C01446,P0124,P0105,2026-03-19 07:49,198
C01447,P0005,P0371,2026-01-24 10:55,164
C01448,P0391,P0372,2026-02-20 03:03,304
C01449,P0062,P0056,2026-02-01 13:50,497
C01450,P0075,P0071,2026-04-16 06:45,1034
C01451,P0131,P0119,2026-01-15 05:32,32
C01452,P0167,P0160,2026-04-23 03:44,175
C01453,P0299,P0265,2026-03-13 20:53,627
C01454,P0441,P0419,2026-04-14 08:52,726
C01455,P0272,P0004,2026-05-10 05:04,146
C01456,P0297,P0254,2026-07-03 21:48,933
C01457,P0071,P0088,2026-06-23 21:38,154
C01458,P0279,P0273,2026-08-12 15:19,1021
C01459,P0165,P0188,2026-03-02 22:22,859
C01460,P0371,P0376,2026-08-28 14:28,332
C01461,P0327,P0302,2026-03-26 10:24,325
C01462,P0028,P0043,2026-03-05 18:11,464
C01463,P0331,P0310,2026-05-11 06:01,1038
C01464,P0236,P0218,2026-04-07 15:38,1042
C01465,P0132,P0143,2026-01-12 03:04,682
C01466,P0469,P0460,2026-04-17 15:51,463
C01467,P0020,P0041,2026-03-11 20:19,898
C01468,P0459,P0484,2026-05-11 23:23,282
C01469,P0355,P0352,2026-08-12 13:15,448
C01470,P0353,P0120,2026-06-21 15:50,594
C01471,P0472,P0495,2026-04-05 10:50,1192
C01472,P0118,P0363,2026-04-27 07:31,1173
C01473,P0021,P0033,2026-02-13 04:39,678
C01474,P0380,P0389,2026-05-03 14:24,415
C01475,P0142,P0365,2026-03-12 01:30,525
C01476,P0021,P0023,2026-08-18 04:50,578
C01477,P0249,P0161,2026-04-27 20:12,266
C01478,P0048,P0013,2026-05-08 12:27,42
C01479,P0160,P0169,2026-01-01 20:41,883
C01480,P0400,P0360,2026-08-21 12:35,341
C01481,P0257,P0268,2026-08-09 06:45,948
C01482,P0459,P0471,2026-01-04 01:55,688
C01483,P0260,P0271,2026-07-18 00:40,909
C01484,P0312,P0321,2026-01-21 09:20,1178
C01485,P0021,P0453,2026-01-24 22:45,290
C01486,P0059,P0060,2026-02-17 05:45,501
C01487,P0273,P0272,2026-02-14 10:48,162
C01488,P0404,P0434,2026-07-21 12:44,337
C01489,P0064,P0079,2026-03-04 08:14,510
C01490,P0402,P0404,2026-04-16 01:02,468
C01491,P0487,P0079,2026-03-17 10:20,813
C01492,P0344,P0203,2026-01-17 09:31,68
C01493,P0336,P0305,2026-01-07 18:02,447
C01494,P0351,P0373,2026-02-19 11:32,356
C01495,P0135,P0101,2026-05-09 17:23,1066
C01496,P0199,P0189,2026-05-11 06:20,553
C01497,P0229,P0202,2026-08-20 20:42,1068
C01498,P0105,P0095,2026-02-02 12:51,238
C01499,P0448,P0106,2026-04-25 18:47,631
C01500,P0346,P0110,2026-05-12 14:03,490
C01501,P0214,P0233,2026-01-10 00:13,390
C01502,P0106,P0256,2026-07-24 10:29,820
C01503,P0132,P0131,2026-05-26 21:54,528
C01504,P0051,P0052,2026-01-28 00:17,20
C01505,P0347,P0337,2026-03-04 01:23,460
C01506,P0348,P0324,2026-02-09 13:41,65
C01507,P0008,P0020,2026-03-09 14:59,439
C01508,P0031,P0012,2026-01-04 02:46,500
C01509,P0495,P0486,2026-05-09 00:44,1173
C01510,P0114,P0105,2026-07-22 12:01,96
C01511,P0377,P0362,2026-01-19 01:42,149
C01512,P0449,P0144,2026-05-24 15:12,567
C01513,P0213,P0216,2026-08-26 00:41,110
C01514,P0428,P0439,2026-07-18 22:31,494
C01515,P0019,P0024,2026-02-20 11:29,987
C01516,P0293,P0274,2026-03-11 23:40,730
C01517,P0476,P0474,2026-08-12 09:09,1032
C01518,P0324,P0328,2026-02-20 08:56,301
C01519,P0292,P0280,2026-08-25 17:55,356
C01520,P0176,P0260,2026-03-20 10:34,346
C01521,P0294,P0072,2026-04-27 22:25,187
C01522,P0451,P0058,2026-01-17 03:36,28
C01523,P0443,P0411,2026-04-22 22:50,705
C01524,P0297,P0274,2026-07-17 21:52,824
C01525,P0298,P0277,2026-02-08 20:41,949
C01526,P0196,P0151,2026-02-16 04:58,167
C01527,P0216,P0249,2026-07-10 06:34,217
C01528,P0098,P0013,2026-01-01 09:07,444
C01529,P0055,P0067,2026-08-04 13:22,845
C01530,P0470,P0472,2026-07-12 06:19,897
C01531,P0391,P0390,2026-01-22 15:02,1043
C01532,P0017,P0045,2026-08-28 12:48,1123
C01533,P0217,P0353,2026-06-22 15:01,798
C01534,P0399,P0356,2026-08-09 17:05,189
C01535,P0080,P0075,2026-06-08 19:30,90
C01536,P0450,P0446,2026-08-07 19:26,214
C01537,P0138,P0144,2026-01-17 14:04,1048
C01538,P0245,P0237,2026-07-26 17:41,119
C01539,P0095,P0084,2026-08-06 14:18,353
C01540,P0472,P0478,2026-02-22 04:53,177
C01541,P0366,P0351,2026-07-25 23:51,381
C01542,P0023,P0155,2026-03-08 10:55,1030
C01543,P0395,P0358,2026-02-06 04:08,1172
C01544,P0374,P0395,2026-07-01 22:33,774
C01545,P0077,P0081,2026-01-09 13:35,884
C01546,P0067,P0093,2026-06-16 12:32,518
C01547,P0449,P0071,2026-02-01 05:05,1188
C01548,P0179,P0193,2026-06-18 08:30,156
C01549,P0337,P0095,2026-07-04 17:02,495
C01550,P0209,P0248,2026-07-01 11:03,1064
C01551,P0058,P0269,2026-05-19 16:00,641
C01552,P0071,P0164,2026-04-28 15:51,457
C01553,P0381,P0364,2026-02-06 12:35,1128
C01554,P0037,P0075,2026-03-28 16:09,159
C01555,P0087,P0061,2026-04-21 13:53,760
C01556,P0424,P0135,2026-07-02 13:02,676
C01557,P0015,P0099,2026-06-13 14:38,480
C01558,P0066,P0246,2026-07-21 20:10,514
C01559,P0232,P0250,2026-02-14 19:01,874
C01560,P0096,P0100,2026-03-25 20:02,776
C01561,P0230,P0242,2026-06-10 17:38,689
C01562,P0438,P0486,2026-08-17 15:24,1167
C01563,P0310,P0307,2026-03-16 10:05,1022
C01564,P0273,P0265,2026-02-09 20:17,575
C01565,P0305,P0263,2026-04-11 10:58,510
C01566,P0270,P0263,2026-06-17 21:26,590
C01567,P0343,P0313,2026-03-26 22:18,409
C01568,P0296,P0285,2026-06-07 14:37,1085
C01569,P0241,P0216,2026-04-20 20:53,710
C01570,P0374,P0366,2026-07-16 22:17,1183
C01571,P0260,P0267,2026-02-09 03:24,1147
C01572,P0002,P0035,2026-04-26 08:59,1033
C01573,P0438,P0418,2026-07-07 08:03,895
C01574,P0389,P0357,2026-08-14 12:20,264
C01575,P0074,P0099,2026-01-02 02:17,240
C01576,P0209,P0207,2026-07-07 01:57,1180
C01577,P0072,P0090,2026-05-10 13:15,492
C01578,P0487,P0499,2026-05-18 11:53,504
C01579,P0438,P0421,2026-04-06 12:13,1129
C01580,P0106,P0137,2026-05-26 15:07,215
C01581,P0315,P0316,2026-08-20 05:57,375
C01582,P0144,P0055,2026-01-08 21:19,911
C01583,P0475,P0479,2026-04-08 03:54,187
C01584,P0379,P0360,2026-07-28 19:48,798
C01585,P0214,P0244,2026-08-14 16:21,679
C01586,P0440,P0425,2026-08-20 06:23,315
C01587,P0495,P0494,2026-07-06 12:13,466
C01588,P0318,P0316,2026-05-08 12:38,981
C01589,P0352,P0479,2026-04-21 22:04,946
C01590,P0025,P0037,2026-06-12 12:01,1025
C01591,P0378,P0356,2026-07-09 11:14,571
C01592,P0231,P0211,2026-03-08 18:41,1079
C01593,P0153,P0175,2026-06-02 07:05,345
C01594,P0404,P0417,2026-02-17 08:28,325
C01595,P0318,P0312,2026-04-14 09:10,1086
C01596,P0090,P0054,2026-03-10 17:30,886
C01597,P0121,P0009,2026-04-20 22:04,157
C01598,P0138,P0419,2026-03-18 03:49,967
C01599,P0297,P0262,2026-03-18 05:15,37
C01600,P0150,P0118,2026-01-17 16:57,136
C01601,P0104,P0131,2026-03-28 04:15,772
C01602,P0230,P0216,2026-08-06 22:07,528
C01603,P0499,P0453,2026-02-13 04:00,608
C01604,P0394,P0399,2026-07-18 17:46,847
C01605,P0239,P0493,2026-06-26 19:36,849
C01606,P0269,P0480,2026-07-06 16:54,1043
C01607,P0014,P0005,2026-06-27 09:07,864
C01608,P0224,P0202,2026-06-16 06:48,52
C01609,P0129,P0138,2026-03-21 09:25,520
C01610,P0179,P0167,2026-08-13 14:45,972
C01611,P0180,P0159,2026-07-02 07:09,227
C01612,P0023,P0030,2026-07-21 13:04,622
C01613,P0436,P0431,2026-01-28 15:04,741
C01614,P0233,P0211,2026-01-04 04:47,1170
C01615,P0033,P0014,2026-06-01 14:25,704
C01616,P0236,P0178,2026-06-10 11:03,1078
C01617,P0399,P0382,2026-07-25 16:02,1142
C01618,P0290,P0260,2026-02-05 12:21,920
C01619,P0326,P0137,2026-03-05 06:05,806
C01620,P0153,P0170,2026-01-05 06:26,1185
C01621,P0128,P0136,2026-05-07 00:04,354
C01622,P0136,P0373,2026-08-26 02:14,979
C01623,P0085,P0474,2026-08-04 02:42,961
C01624,P0176,P0316,2026-06-28 15:16,1163
C01625,P0291,P0293,2026-06-17 04:42,1085
C01626,P0500,P0466,2026-04-27 00:27,1009
C01627,P0420,P0432,2026-07-02 18:19,547
C01628,P0136,P0115,2026-04-08 14:57,333
C01629,P0358,P0278,2026-06-14 23:25,878
C01630,P0206,P0216,2026-03-20 15:59,155
C01631,P0475,P0456,2026-01-14 12:52,905
C01632,P0352,P0372,2026-06-04 09:15,1016
C01633,P0252,P0476,2026-07-19 06:25,900
C01634,P0147,P0125,2026-03-11 05:38,689
C01635,P0057,P0056,2026-02-26 23:00,327
C01636,P0356,P0395,2026-03-02 00:30,383
C01637,P0224,P0244,2026-06-22 18:05,102
C01638,P0222,P0207,2026-01-19 02:02,20
C01639,P0099,P0405,2026-03-13 15:06,567
C01640,P0484,P0455,2026-05-05 02:29,552
C01641,P0407,P0432,2026-04-23 09:02,825
C01642,P0341,P0084,2026-08-26 14:22,1062
C01643,P0327,P0316,2026-05-22 10:13,512
C01644,P0103,P0106,2026-01-19 03:09,240
C01645,P0065,P0077,2026-02-10 10:44,675
C01646,P0378,P0377,2026-02-21 21:42,1150
C01647,P0155,P0480,2026-04-16 20:02,765
C01648,P0173,P0155,2026-01-02 08:24,402
C01649,P0238,P0338,2026-07-26 22:55,682
C01650,P0298,P0296,2026-07-22 10:58,1180
C01651,P0095,P0004,2026-03-09 13:05,1017
C01652,P0172,P0076,2026-01-05 07:32,1034
C01653,P0465,P0104,2026-03-14 01:49,38
C01654,P0290,P0274,2026-06-01 03:30,1046
C01655,P0122,P0144,2026-05-17 12:56,1102
C01656,P0314,P0475,2026-04-14 23:51,100
C01657,P0486,P0469,2026-08-02 09:21,56
C01658,P0081,P0077,2026-08-20 18:14,665
C01659,P0115,P0231,2026-05-10 20:54,99
C01660,P0343,P0464,2026-05-13 08:00,1106
C01661,P0179,P0166,2026-07-01 13:03,175
C01662,P0141,P0275,2026-07-01 16:55,647
C01663,P0340,P0027,2026-08-19 06:34,1151
C01664,P0066,P0075,2026-06-06 17:41,430
C01665,P0306,P0322,2026-04-16 00:06,285
C01666,P0375,P0133,2026-03-22 09:42,546
C01667,P0314,P0347,2026-03-12 03:48,611
C01668,P0445,P0436,2026-02-03 04:55,268
C01669,P0002,P0489,2026-04-03 08:11,252
C01670,P0173,P0063,2026-08-17 03:30,589
C01671,P0183,P0404,2026-02-12 05:24,407
C01672,P0247,P0202,2026-02-03 05:09,720
C01673,P0413,P0431,2026-06-01 10:54,817
C01674,P0222,P0054,2026-07-07 05:12,1010
C01675,P0383,P0358,2026-02-24 07:53,1032
C01676,P0375,P0371,2026-06-07 01:02,947
C01677,P0473,P0452,2026-06-21 10:26,35
C01678,P0442,P0238,2026-02-05 03:38,1086
C01679,P0088,P0059,2026-08-16 17:35,717
C01680,P0041,P0021,2026-04-10 17:52,891
C01681,P0054,P0070,2026-03-23 08:52,797
C01682,P0144,P0175,2026-07-03 16:23,173
C01683,P0227,P0202,2026-01-10 10:11,210
C01684,P0477,P0269,2026-02-12 03:06,561
C01685,P0163,P0455,2026-02-06 18:13,181
C01686,P0220,P0249,2026-02-26 22:35,1138
C01687,P0443,P0420,2026-02-13 01:19,880
C01688,P0268,P0298,2026-01-05 02:06,28
C01689,P0353,P0381,2026-06-13 17:06,561
